user_id,variant,visit_date,device,channel,country,session_seconds,clicked,converted,revenue
U000041,B,2026-01-09,desktop,referral,ZA,238,0,1,160.79
U000042,A,2026-01-29,mobile,email,FR,348,1,0,0.0
U000043,A,2025-12-03,desktop,organic,NL,565,0,0,0.0
U000044,A,2025-12-02,desktop,paid_search,ZA,220,0,0,0.0
U000045,B,2026-01-04,mobile,organic,NL,287,0,0,0.0
U000046,A,2025-12-07,mobile,organic,FR,466,0,0,0.0
U000047,A,2026-01-06,mobile,organic,GB,552,0,0,0.0
U000048,B,2026-01-17,desktop,organic,GB,772,0,0,0.0
U000049,A,2026-01-27,mobile,organic,GB,432,0,0,0.0
U000050,A,2026-01-12,tablet,email,ES,791,0,0,0.0
U000051,A,2025-12-14,mobile,paid_search,DE,572,0,0,0.0
U000052,A,2026-01-27,tablet,email,DE,465,0,1,189.55
U000053,A,2025-12-20,mobile,organic,ZA,270,0,0,0.0
U000054,B,2025-12-30,mobile,email,ZA,516,0,0,0.0
U000055,B,2026-01-27,desktop,email,ZA,575,0,0,0.0
U000056,A,2026-01-05,mobile,social,GB,462,0,0,0.0
U000057,B,2026-01-27,mobile,social,NL,421,0,0,0.0
U000058,B,2025-12-29,mobile,organic,DE,553,0,0,0.0
U000059,A,2026-01-15,mobile,organic,ZA,573,1,1,81.29
U000060,A,2025-12-14,mobile,paid_search,DE,472,0,0,0.0
U000061,B,2026-01-07,tablet,organic,NL,643,0,0,0.0
U000062,A,2025-12-25,desktop,referral,GB,686,0,0,0.0
U000063,A,2026-01-01,mobile,organic,DE,434,0,0,0.0
U000064,B,2026-01-09,mobile,social,DE,697,1,0,0.0
U000065,B,2025-12-12,mobile,organic,ZA,354,0,0,0.0
U000066,A,2026-01-30,desktop,organic,ZA,138,1,0,0.0
U000067,A,2025-12-05,desktop,email,FR,370,0,0,0.0
U000068,A,2025-12-08,mobile,organic,FR,397,0,0,0.0
U000069,B,2025-12-08,desktop,organic,ZA,645,0,0,0.0
U000070,B,2025-12-25,mobile,email,ZA,733,1,0,0.0
U000071,B,2026-01-08,desktop,social,DE,138,0,0,0.0
U000072,B,2025-12-22,mobile,paid_search,GB,529,0,0,0.0
U000073,B,2025-12-28,mobile,paid_search,DE,738,0,0,0.0
U000074,B,2026-01-07,mobile,social,NL,91,0,0,0.0
U000075,A,2026-01-09,desktop,organic,GB,405,0,0,0.0
U000076,A,2025-12-18,desktop,email,ZA,190,1,0,0.0
U000077,A,2026-01-18,mobile,paid_search,FR,500,1,0,0.0
U000078,B,2025-12-20,desktop,organic,DE,456,0,0,0.0
U000079,A,2025-12-30,mobile,organic,ZA,217,0,0,0.0
U000080,B,2026-01-14,mobile,organic,GB,623,0,0,0.0
U000081,A,2025-12-07,desktop,organic,GB,360,0,0,0.0
U000082,A,2025-12-04,mobile,email,ZA,575,0,0,0.0
U000083,A,2025-12-29,mobile,referral,ZA,509,1,1,98.68
U000084,B,2026-01-13,mobile,organic,DE,331,1,0,0.0
U000085,B,2025-12-27,desktop,social,ZA,618,0,0,0.0
U000086,B,2025-12-28,mobile,email,DE,258,0,0,0.0
U000087,B,2025-12-11,mobile,paid_search,ZA,515,0,0,0.0
U000088,A,2025-12-19,desktop,email,GB,442,0,0,0.0
U000089,A,2025-12-08,mobile,email,ES,214,1,0,0.0
U000090,B,2026-01-22,mobile,organic,ZA,331,0,0,0.0
U000091,B,2026-01-01,mobile,paid_search,NL,447,0,1,197.21
U000092,B,2026-01-06,mobile,organic,FR,295,0,0,0.0
U000093,A,2026-01-03,desktop,social,ZA,703,0,0,0.0
U000094,A,2025-12-27,mobile,email,NL,449,0,0,0.0
U000095,B,2026-01-22,desktop,organic,ZA,349,1,0,0.0
U000096,B,2026-01-22,tablet,email,DE,511,0,0,0.0
U000097,A,2025-12-29,desktop,organic,DE,400,0,0,0.0
U000098,A,2026-01-10,desktop,organic,ZA,615,0,1,193.06
U000099,B,2025-12-30,tablet,email,ZA,450,0,0,0.0
U000100,A,2025-12-30,mobile,paid_search,ES,577,0,0,0.0
U000101,B,2025-12-27,mobile,social,ZA,10,0,0,0.0
U000102,B,2026-01-12,mobile,organic,DE,373,0,0,0.0
U000103,A,2026-01-29,mobile,organic,FR,605,0,0,0.0
U000104,A,2025-12-21,desktop,email,NL,652,0,0,0.0
U000105,A,2026-01-02,tablet,organic,ZA,486,0,0,0.0
U000106,B,2025-12-27,desktop,referral,ZA,364,0,0,0.0
U000107,A,2025-12-22,desktop,social,GB,396,0,1,33.42
U000108,B,2026-01-28,mobile,organic,ZA,120,0,0,0.0
U000109,A,2025-12-11,desktop,social,ZA,134,0,0,0.0
U000110,B,2026-01-06,desktop,organic,ZA,722,0,0,0.0
U000111,B,2025-12-10,mobile,email,GB,128,0,0,0.0
U000112,A,2025-12-29,tablet,referral,ZA,480,0,0,0.0
U000113,B,2026-01-24,mobile,organic,DE,608,0,0,0.0
U000114,A,2026-01-23,desktop,organic,DE,177,0,0,0.0
U000115,B,2026-01-19,desktop,paid_search,GB,824,1,0,0.0
U000116,B,2026-01-13,desktop,email,ES,795,0,1,100.56
U000117,A,2026-01-28,mobile,email,ZA,295,0,0,0.0
U000118,B,2026-01-28,mobile,organic,ES,513,0,0,0.0
U000119,B,2026-01-21,mobile,referral,ZA,251,0,0,0.0
U000120,B,2026-01-24,desktop,organic,FR,97,0,0,0.0
U000121,B,2026-01-13,mobile,paid_search,DE,433,0,0,0.0
U000122,B,2026-01-30,mobile,social,ZA,44,0,0,0.0
U000123,A,2025-12-27,mobile,organic,ZA,524,1,0,0.0
U000124,B,2025-12-25,mobile,email,FR,666,0,0,0.0
U000125,B,2026-01-11,mobile,paid_search,GB,330,0,0,0.0
U000126,A,2025-12-16,desktop,organic,DE,689,0,0,0.0
U000127,A,2025-12-08,tablet,social,ZA,245,0,0,0.0
U000128,A,2025-12-09,desktop,organic,NL,643,0,0,0.0
U000129,A,2026-01-19,mobile,social,ZA,160,0,0,0.0
U000130,A,2026-01-25,mobile,organic,FR,263,0,1,62.46
U000131,A,2025-12-27,mobile,email,GB,495,0,0,0.0
U000132,A,2026-01-09,mobile,social,NL,534,0,0,0.0
U000133,A,2025-12-31,desktop,paid_search,ZA,543,0,0,0.0
U000134,A,2026-01-09,desktop,paid_search,ZA,785,0,0,0.0
U000135,A,2026-01-14,mobile,email,NL,716,0,0,0.0
U000136,B,2025-12-27,mobile,paid_search,GB,177,0,0,0.0
U000137,A,2025-12-10,desktop,paid_search,ZA,223,1,0,0.0
U000138,B,2026-01-05,mobile,referral,DE,145,0,0,0.0
U000139,B,2025-12-28,desktop,email,ES,788,1,0,0.0
U000140,A,2025-12-31,mobile,organic,NL,396,1,0,0.0
U000141,A,2025-12-28,desktop,referral,NL,764,0,1,182.15
U000142,B,2025-12-18,mobile,organic,FR,367,0,0,0.0
U000143,A,2026-01-12,mobile,organic,DE,51,0,0,0.0
U000144,A,2025-12-30,mobile,organic,FR,601,0,0,0.0
U000145,A,2026-01-18,desktop,email,ZA,883,0,0,0.0
U000146,A,2026-01-02,mobile,paid_search,ZA,709,0,0,0.0
U000147,A,2026-01-08,mobile,organic,ES,160,0,0,0.0
U000148,A,2026-01-01,desktop,organic,GB,349,0,0,0.0
U000149,A,2025-12-26,desktop,organic,ZA,169,0,0,0.0
U000150,B,2025-12-27,mobile,paid_search,ES,294,0,0,0.0
U000151,A,2025-12-28,desktop,organic,DE,596,0,0,0.0
U000152,A,2025-12-22,desktop,organic,DE,658,0,0,0.0
U000153,A,2026-01-22,desktop,organic,ZA,337,0,0,0.0
U000154,B,2025-12-05,mobile,email,GB,734,0,0,0.0
U000155,B,2026-01-11,desktop,email,NL,791,0,0,0.0
U000156,B,2026-01-20,mobile,organic,GB,337,0,1,85.32
U000157,A,2026-01-11,desktop,social,DE,604,0,0,0.0
U000158,B,2025-12-03,mobile,social,DE,311,0,0,0.0
U000159,A,2025-12-07,desktop,social,ES,186,0,0,0.0
U000160,A,2025-12-29,mobile,paid_search,GB,378,0,0,0.0
U000161,B,2026-01-20,desktop,organic,ZA,707,0,0,0.0
U000162,B,2026-01-28,desktop,organic,ZA,747,0,0,0.0
U000163,B,2026-01-12,mobile,paid_search,ES,428,0,0,0.0
U000164,B,2026-01-12,desktop,referral,ES,600,0,0,0.0
U000165,A,2025-12-24,mobile,referral,ZA,517,0,0,0.0
U000166,A,2025-12-19,desktop,organic,FR,593,0,0,0.0
U000167,B,2026-01-08,mobile,organic,NL,659,0,0,0.0
U000168,A,2025-12-27,mobile,email,ES,721,0,0,0.0
U000169,A,2025-12-16,mobile,social,GB,195,0,0,0.0
U000170,A,2026-01-19,mobile,paid_search,GB,230,0,0,0.0
U000171,A,2026-01-11,mobile,organic,ES,548,0,0,0.0
U000172,B,2025-12-18,mobile,paid_search,NL,161,0,0,0.0
U000173,B,2025-12-27,mobile,paid_search,ZA,170,0,0,0.0
U000174,A,2026-01-15,desktop,social,ZA,402,0,0,0.0
U000175,A,2026-01-09,mobile,organic,ZA,173,0,0,0.0
U000176,B,2025-12-08,desktop,organic,ZA,347,0,0,0.0
U000177,A,2026-01-23,desktop,paid_search,ZA,700,0,0,0.0
U000178,A,2025-12-23,mobile,paid_search,DE,194,0,0,0.0
U000179,B,2026-01-02,desktop,paid_search,ZA,637,0,0,0.0
U000180,B,2025-12-23,desktop,organic,FR,706,0,0,0.0
U000181,A,2025-12-03,mobile,organic,DE,495,0,0,0.0
U000182,A,2025-12-09,mobile,email,GB,385,1,0,0.0
U000183,A,2026-01-29,mobile,paid_search,NL,556,1,0,0.0
U000184,A,2026-01-25,desktop,social,ZA,209,0,0,0.0
U000185,B,2025-12-25,mobile,organic,FR,396,0,0,0.0
U000186,B,2026-01-16,mobile,paid_search,ES,293,0,0,0.0
U000187,A,2025-12-19,mobile,paid_search,GB,538,0,0,0.0
U000188,B,2026-01-09,tablet,organic,ES,92,0,0,0.0
U000189,B,2026-01-17,desktop,referral,ZA,758,0,1,35.88
U000190,B,2025-12-24,mobile,referral,ZA,177,0,0,0.0
U000191,A,2026-01-18,mobile,organic,GB,341,0,0,0.0
U000192,A,2026-01-17,mobile,paid_search,ES,193,0,0,0.0
U000193,A,2026-01-09,mobile,social,GB,137,0,0,0.0
U000194,B,2025-12-29,tablet,social,ES,339,0,0,0.0
U000195,A,2025-12-11,desktop,referral,DE,485,0,0,0.0
U000196,B,2025-12-16,desktop,organic,DE,486,0,0,0.0
U000197,B,2025-12-06,mobile,paid_search,FR,597,0,0,0.0
U000198,B,2025-12-09,tablet,email,GB,651,0,0,0.0
U000199,B,2025-12-12,desktop,organic,GB,121,0,0,0.0
U000200,A,2026-01-29,desktop,organic,ES,350,0,0,0.0
U000201,B,2025-12-09,desktop,paid_search,ZA,822,0,0,0.0
U000202,B,2026-01-16,desktop,organic,ES,95,1,0,0.0
U000203,B,2025-12-17,desktop,email,GB,810,0,0,0.0
U000204,B,2025-12-20,mobile,social,DE,295,1,1,97.56
U000205,A,2025-12-14,mobile,organic,NL,346,0,0,0.0
U000206,B,2025-12-09,desktop,paid_search,ZA,391,0,0,0.0
U000207,A,2025-12-19,tablet,social,GB,209,0,0,0.0
U000208,A,2026-01-02,mobile,social,GB,87,0,0,0.0
U000209,A,2025-12-23,mobile,organic,DE,689,0,0,0.0
U000210,A,2025-12-07,mobile,social,FR,409,1,1,109.89
U000211,A,2025-12-19,mobile,paid_search,FR,405,0,0,0.0
U000212,B,2025-12-26,mobile,referral,DE,394,0,0,0.0
U000213,B,2026-01-02,mobile,organic,FR,505,0,0,0.0
U000214,B,2025-12-09,mobile,paid_search,ZA,709,0,0,0.0
U000215,B,2026-01-01,desktop,organic,NL,469,0,0,0.0
U000216,B,2026-01-20,desktop,social,DE,664,0,0,0.0
U000217,B,2026-01-06,mobile,organic,GB,556,0,0,0.0
U000218,B,2025-12-10,desktop,organic,DE,186,1,0,0.0
U000219,A,2026-01-14,mobile,paid_search,DE,529,0,0,0.0
U000220,B,2026-01-12,mobile,organic,ES,490,0,0,0.0
U000221,A,2026-01-19,desktop,email,NL,499,1,0,0.0
U000222,B,2025-12-15,tablet,referral,FR,273,0,0,0.0
U000223,B,2026-01-20,desktop,organic,DE,654,0,0,0.0
U000224,A,2026-01-19,desktop,organic,ZA,174,0,0,0.0
U000225,B,2025-12-14,mobile,paid_search,ES,335,1,0,0.0
U000226,A,2025-12-04,desktop,paid_search,DE,187,0,0,0.0
U000227,B,2025-12-09,mobile,paid_search,ES,516,0,0,0.0
U000228,B,2025-12-21,mobile,organic,FR,687,0,0,0.0
U000229,B,2026-01-29,mobile,referral,GB,200,0,1,166.1
U000230,B,2025-12-12,tablet,referral,ES,68,0,0,0.0
U000231,B,2025-12-22,mobile,referral,DE,525,0,0,0.0
U000232,B,2025-12-18,mobile,organic,ZA,489,0,0,0.0
U000233,A,2025-12-22,desktop,paid_search,FR,408,0,0,0.0
U000234,B,2025-12-06,mobile,organic,ES,508,0,0,0.0
U000235,A,2025-12-16,mobile,organic,ZA,616,0,1,124.59
U000236,B,2025-12-04,desktop,paid_search,ZA,711,1,0,0.0
U000237,A,2026-01-09,mobile,referral,GB,485,0,0,0.0
U000238,A,2026-01-05,desktop,email,NL,441,0,0,0.0
U000239,B,2026-01-03,mobile,email,ZA,651,1,0,0.0
U000240,B,2026-01-06,mobile,organic,NL,472,1,0,0.0
U000241,B,2025-12-06,desktop,paid_search,ZA,323,0,1,115.1
U000242,B,2026-01-16,mobile,organic,ZA,243,0,1,81.13
U000243,A,2025-12-04,tablet,organic,ES,80,0,0,0.0
U000244,B,2026-01-16,desktop,paid_search,ES,566,0,0,0.0
U000245,B,2026-01-04,mobile,social,ZA,545,0,0,0.0
U000246,A,2025-12-01,desktop,referral,GB,661,0,0,0.0
U000247,A,2025-12-23,mobile,organic,NL,135,1,0,0.0
U000248,B,2026-01-29,desktop,organic,ZA,229,1,0,0.0
U000249,B,2025-12-04,mobile,organic,GB,572,0,0,0.0
U000250,A,2026-01-02,tablet,organic,ES,639,0,0,0.0
U000251,B,2025-12-16,mobile,organic,DE,246,0,0,0.0
U000252,B,2026-01-07,desktop,social,DE,515,1,0,0.0
U000253,B,2025-12-25,desktop,organic,GB,240,0,0,0.0
U000254,A,2026-01-24,mobile,social,ZA,491,0,0,0.0
U000255,B,2025-12-09,mobile,organic,ZA,100,0,0,0.0
U000256,A,2026-01-16,desktop,organic,GB,746,1,1,160.64
U000257,B,2026-01-12,mobile,paid_search,NL,418,0,1,192.72
U000258,B,2025-12-08,desktop,email,ES,824,0,0,0.0
U000259,A,2025-12-19,mobile,paid_search,GB,353,0,0,0.0
U000260,A,2026-01-16,mobile,social,ES,379,0,0,0.0
U000261,A,2025-12-10,mobile,paid_search,DE,504,1,0,0.0
U000262,A,2026-01-23,mobile,paid_search,ES,417,0,0,0.0
U000263,B,2026-01-17,mobile,organic,FR,193,0,0,0.0
U000264,A,2026-01-26,mobile,email,ZA,103,0,0,0.0
U000265,B,2025-12-27,mobile,email,ZA,215,0,0,0.0
U000266,A,2026-01-10,desktop,paid_search,GB,571,0,0,0.0
U000267,A,2026-01-16,mobile,referral,ZA,460,0,0,0.0
U000268,A,2025-12-07,mobile,organic,DE,278,0,0,0.0
U000269,A,2025-12-24,tablet,paid_search,ZA,324,0,0,0.0
U000270,B,2025-12-06,mobile,organic,GB,672,1,1,107.98
U000271,A,2026-01-20,mobile,referral,ES,560,0,0,0.0
U000272,B,2026-01-14,desktop,paid_search,ZA,250,0,1,206.49
U000273,A,2025-12-14,mobile,email,FR,476,0,0,0.0
U000274,B,2026-01-24,mobile,social,ZA,158,0,0,0.0
U000275,A,2025-12-28,mobile,organic,DE,648,0,0,0.0
U000276,B,2025-12-02,desktop,social,GB,331,0,0,0.0
U000277,B,2026-01-12,mobile,email,ZA,403,1,0,0.0
U000278,A,2026-01-20,desktop,email,ZA,210,0,0,0.0
U000279,B,2025-12-07,mobile,organic,GB,588,0,0,0.0
U000280,A,2026-01-05,mobile,paid_search,ZA,435,0,0,0.0
U000281,A,2026-01-27,mobile,referral,ZA,553,0,0,0.0
U000282,A,2025-12-20,mobile,organic,ZA,302,0,0,0.0
U000283,A,2025-12-17,tablet,email,GB,755,1,0,0.0
U000284,B,2025-12-22,desktop,organic,NL,542,0,0,0.0
U000285,B,2026-01-08,mobile,organic,ES,225,0,0,0.0
U000286,A,2025-12-21,mobile,email,GB,749,0,0,0.0
U000287,B,2025-12-26,mobile,referral,ZA,578,0,0,0.0
U000288,A,2026-01-16,mobile,email,GB,446,1,0,0.0
U000289,B,2026-01-13,mobile,email,ZA,753,0,0,0.0
U000290,A,2026-01-08,mobile,paid_search,GB,537,1,0,0.0
U000291,B,2026-01-21,mobile,email,ZA,398,0,0,0.0
U000292,B,2026-01-06,tablet,email,GB,470,1,0,0.0
U000293,B,2026-01-03,mobile,email,ZA,493,0,0,0.0
U000294,B,2025-12-10,mobile,organic,ZA,445,0,0,0.0
U000295,B,2026-01-16,mobile,organic,GB,231,0,0,0.0
U000296,A,2026-01-16,desktop,organic,ZA,169,0,0,0.0
U000297,B,2025-12-11,tablet,email,GB,676,0,0,0.0
U000298,A,2025-12-26,desktop,organic,DE,458,0,0,0.0
U000299,A,2025-12-28,mobile,email,ZA,197,1,0,0.0
U000300,A,2025-12-21,mobile,organic,DE,521,0,0,0.0
U000301,B,2026-01-09,mobile,organic,GB,488,0,0,0.0
U000302,B,2025-12-20,desktop,paid_search,DE,435,0,0,0.0
U000303,B,2026-01-02,mobile,paid_search,DE,496,0,0,0.0
U000304,B,2026-01-29,tablet,paid_search,GB,236,0,0,0.0
U000305,B,2026-01-30,mobile,organic,NL,595,0,0,0.0
U000306,B,2025-12-27,desktop,paid_search,ZA,679,0,0,0.0
U000307,B,2025-12-11,desktop,paid_search,FR,712,1,1,176.38
U000308,B,2025-12-24,mobile,email,FR,580,1,0,0.0
U000309,B,2026-01-11,desktop,organic,ES,543,0,0,0.0
U000310,A,2025-12-08,desktop,organic,NL,740,0,0,0.0
U000311,B,2025-12-11,desktop,social,NL,118,0,0,0.0
U000312,A,2026-01-15,mobile,paid_search,ES,578,1,0,0.0
U000313,A,2025-12-04,tablet,social,ZA,159,0,0,0.0
U000314,B,2026-01-13,mobile,organic,DE,662,0,0,0.0
U000315,B,2026-01-26,desktop,paid_search,FR,567,0,1,176.19
U000316,B,2026-01-16,tablet,email,FR,227,0,0,0.0
U000317,A,2025-12-18,mobile,organic,DE,153,0,0,0.0
U000318,A,2026-01-13,desktop,organic,DE,522,1,0,0.0
U000319,A,2025-12-01,tablet,paid_search,ES,233,0,0,0.0
U000320,A,2025-12-24,mobile,organic,ES,189,1,0,0.0
U000321,B,2026-01-18,mobile,email,FR,88,0,0,0.0
U000322,A,2026-01-13,mobile,organic,ZA,143,0,0,0.0
U000323,A,2025-12-05,mobile,organic,NL,125,0,0,0.0
U000324,A,2026-01-19,desktop,social,DE,259,0,0,0.0
U000325,A,2025-12-23,desktop,email,ZA,676,0,0,0.0
U000326,B,2025-12-09,desktop,paid_search,GB,566,0,0,0.0
U000327,A,2026-01-08,desktop,paid_search,FR,161,0,0,0.0
U000328,B,2025-12-19,desktop,social,FR,313,1,0,0.0
U000329,B,2026-01-03,desktop,organic,GB,390,0,0,0.0
U000330,A,2026-01-04,desktop,email,ES,241,1,0,0.0
U000331,A,2025-12-04,tablet,paid_search,ZA,643,0,1,111.14
U000332,B,2025-12-18,mobile,organic,ES,179,0,0,0.0
U000333,B,2026-01-23,desktop,email,ZA,660,1,1,114.85
U000334,A,2026-01-08,mobile,email,DE,254,1,1,24.0
U000335,A,2025-12-23,mobile,social,FR,167,0,0,0.0
U000336,A,2026-01-26,mobile,social,ZA,442,0,0,0.0
U000337,B,2026-01-10,mobile,paid_search,GB,623,1,1,162.99
U000338,B,2026-01-13,desktop,organic,GB,96,0,0,0.0
U000339,A,2025-12-10,mobile,referral,ZA,691,0,0,0.0
U000340,A,2026-01-16,mobile,social,DE,110,0,0,0.0
U000341,A,2026-01-03,tablet,referral,ZA,524,0,0,0.0
U000342,A,2025-12-30,mobile,organic,DE,331,0,0,0.0
U000343,A,2026-01-01,tablet,email,FR,741,1,0,0.0
U000344,A,2026-01-04,mobile,social,NL,363,0,0,0.0
U000345,B,2025-12-20,mobile,paid_search,ZA,550,0,0,0.0
U000346,A,2025-12-03,tablet,social,GB,387,0,0,0.0
U000347,B,2025-12-26,mobile,paid_search,GB,203,0,0,0.0
U000348,B,2025-12-26,desktop,email,ZA,406,0,0,0.0
U000349,B,2025-12-07,mobile,organic,GB,436,1,0,0.0
U000350,B,2025-12-29,mobile,organic,ZA,181,0,0,0.0
U000351,B,2026-01-08,mobile,social,ZA,98,0,0,0.0
U000352,A,2025-12-20,mobile,referral,ZA,434,0,0,0.0
U000353,B,2025-12-07,mobile,social,ZA,29,0,0,0.0
U000354,A,2026-01-22,mobile,email,ES,220,0,0,0.0
U000355,A,2025-12-05,mobile,email,NL,196,1,0,0.0
U000356,A,2026-01-29,mobile,social,GB,26,0,0,0.0
U000357,A,2025-12-12,mobile,paid_search,ZA,747,0,0,0.0
U000358,A,2026-01-26,mobile,organic,ZA,160,0,0,0.0
U000359,B,2025-12-16,desktop,social,FR,480,0,0,0.0
U000360,B,2026-01-02,mobile,organic,ZA,631,0,0,0.0
U000361,B,2025-12-04,desktop,paid_search,GB,717,1,0,0.0
U000362,A,2026-01-22,desktop,email,FR,436,0,0,0.0
U000363,B,2025-12-12,mobile,organic,FR,387,0,1,142.66
U000364,B,2026-01-06,mobile,referral,NL,524,0,0,0.0
U000365,A,2025-12-04,mobile,organic,GB,20,0,0,0.0
U000366,B,2025-12-22,desktop,social,NL,380,1,0,0.0
U000367,A,2025-12-08,desktop,social,ES,482,1,0,0.0
U000368,A,2025-12-11,desktop,paid_search,DE,630,0,0,0.0
U000369,B,2026-01-09,desktop,organic,DE,277,0,0,0.0
U000370,A,2026-01-16,mobile,email,DE,645,1,0,0.0
U000371,B,2026-01-09,mobile,paid_search,ES,226,0,0,0.0
U000372,B,2025-12-11,desktop,referral,NL,746,0,0,0.0
U000373,A,2025-12-05,mobile,social,FR,45,0,0,0.0
U000374,A,2025-12-27,mobile,organic,DE,123,0,0,0.0
U000375,B,2026-01-18,desktop,organic,ZA,121,1,0,0.0
U000376,A,2025-12-22,mobile,organic,FR,580,0,0,0.0
U000377,A,2026-01-09,desktop,email,GB,857,0,0,0.0
U000378,A,2025-12-14,tablet,paid_search,DE,654,0,1,87.01
U000379,B,2026-01-01,mobile,organic,GB,321,0,0,0.0
U000380,A,2025-12-07,mobile,organic,ZA,103,0,0,0.0
U000381,B,2025-12-31,mobile,email,ZA,666,1,0,0.0
U000382,A,2025-12-29,mobile,paid_search,ZA,387,1,0,0.0
U000383,B,2025-12-06,desktop,social,GB,709,1,0,0.0
U000384,B,2026-01-04,desktop,referral,DE,351,0,0,0.0
U000385,B,2025-12-03,mobile,social,NL,646,1,0,0.0
U000386,A,2025-12-11,tablet,social,ZA,485,0,0,0.0
U000387,A,2026-01-08,mobile,social,ES,83,0,0,0.0
U000388,A,2025-12-18,mobile,social,ZA,621,0,0,0.0
U000389,A,2025-12-10,mobile,paid_search,ES,155,0,0,0.0
U000390,A,2026-01-04,desktop,social,ZA,762,0,1,69.19
U000391,A,2026-01-08,desktop,paid_search,GB,445,0,0,0.0
U000392,B,2025-12-02,mobile,social,ZA,517,0,0,0.0
U000393,A,2026-01-17,mobile,social,ZA,408,0,0,0.0
U000394,A,2026-01-22,mobile,paid_search,GB,429,0,0,0.0
U000395,A,2026-01-02,mobile,social,GB,601,0,0,0.0
U000396,A,2025-12-04,mobile,paid_search,ES,278,0,0,0.0
U000397,A,2026-01-29,mobile,organic,GB,628,0,0,0.0
U000398,A,2026-01-05,mobile,organic,NL,112,0,0,0.0
U000399,A,2026-01-06,desktop,organic,ZA,366,0,0,0.0
U000400,B,2026-01-25,desktop,email,ZA,329,0,1,77.47
U000401,B,2025-12-20,desktop,email,ZA,577,1,0,0.0
U000402,B,2026-01-22,desktop,paid_search,ZA,866,0,0,0.0
U000403,A,2025-12-07,mobile,organic,ZA,352,0,0,0.0
U000404,B,2026-01-27,desktop,organic,GB,303,0,0,0.0
U000405,B,2026-01-12,mobile,organic,ZA,529,0,0,0.0
U000406,A,2025-12-25,desktop,paid_search,ES,335,0,0,0.0
U000407,A,2026-01-30,desktop,paid_search,NL,837,0,0,0.0
U000408,B,2026-01-16,desktop,email,ZA,527,1,1,204.55
U000409,A,2026-01-26,mobile,organic,ZA,140,0,0,0.0
U000410,B,2026-01-30,desktop,paid_search,ZA,307,0,1,191.89
U000411,A,2025-12-13,mobile,referral,NL,488,0,0,0.0
U000412,A,2025-12-06,mobile,email,ZA,716,1,0,0.0
U000413,B,2025-12-11,mobile,organic,FR,110,0,0,0.0
U000414,A,2025-12-28,tablet,paid_search,ZA,301,0,0,0.0
U000415,B,2025-12-02,desktop,email,ZA,497,1,0,0.0
U000416,A,2025-12-05,desktop,organic,ZA,658,0,0,0.0
